BorrCity,BorrState,BorrZip,CDC_Name,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,NaicsCode,ProjectState,BusinessType,GrossChargeOffAmount,Default?
2451,7,3382,8,8,7,8,0,0,,19941228,1995,0,0,19,7,1,0.0,False
40,38,219,83,81,36,67,0,0,,19941228,1995,0,0,0,38,0,0.0,False
77,4,114,4,4,4,4,0,0,,19941228,1995,0,0,115,4,1,0.0,False
754,32,10,49,48,29,0,0,0,,19941229,1995,0,0,181,32,1,0.0,False
332,18,10,136,128,17,0,0,0,,19941229,1995,0,0,0,18,0,0.0,False
441,17,3031,42,31,16,37,0,0,,19941229,1995,0,0,0,17,2,0.0,False
147,4,449,4,4,4,4,0,0,,19941229,1995,0,0,46,4,1,0.0,False
73,12,3860,94,14,12,76,0,0,,19941229,1995,0,0,0,12,0,0.0,False
85,12,2108,94,14,12,76,0,0,,19941229,1995,0,0,155,12,1,0.0,False
73,12,2096,14,14,12,13,0,0,,19941229,1995,0,0,0,12,1,0.0,False
623,5,722,5,5,5,5,0,0,,19941229,1995,0,0,423,5,1,0.0,False
1244,6,2864,50,49,6,43,0,0,,19941229,1995,0,0,153,6,1,0.0,False
342,1,3861,63,61,1,53,0,0,,19941229,1995,0,0,13,1,1,0.0,False
2770,1,3862,1,1,1,1,0,0,,19941230,1995,0,0,0,1,1,0.0,False
2287,37,10,201,188,35,0,0,0,,19941230,1995,0,0,0,37,1,0.0,False
1693,6,2249,187,177,6,144,0,0,,19941230,1995,0,0,0,6,1,0.0,False
413,17,1376,42,31,16,37,0,0,,19941230,1995,0,0,0,17,1,0.0,False
75,1,74,51,50,1,44,0,0,,19941230,1995,0,0,0,1,1,0.0,False
180,29,3077,92,91,27,75,0,0,,19941230,1995,0,0,7,29,0,0.0,False
2682,44,3727,87,134,45,110,0,0,,19941230,1995,0,0,0,44,1,0.0,False
556,29,621,165,156,27,126,0,0,,19941230,1995,0,0,0,29,1,0.0,False
361,11,3863,111,107,33,0,0,0,,19941230,1995,0,0,18,11,1,0.0,False
632,29,2734,165,156,27,126,0,0,,19941230,1995,0,0,230,29,1,0.0,False
650,29,752,105,102,27,86,0,0,,19941230,1995,0,0,202,29,1,0.0,False
2238,29,3097,45,45,27,40,0,0,,19941230,1995,0,0,0,29,1,0.0,True
2707,29,3767,170,161,27,131,0,0,,19941230,1995,0,0,0,29,1,0.0,False
1705,29,2271,165,156,27,126,0,0,,19941230,1995,0,0,0,29,1,0.0,False
1458,1,3864,135,126,1,106,0,0,,19950103,1995,0,0,1,1,1,0.0,False
111,30,3865,47,46,28,42,0,0,,19950103,1995,0,0,254,30,1,0.0,False
335,11,2147,13,13,11,12,0,0,,19950103,1995,0,0,0,11,1,0.0,False
2143,1,3772,126,120,1,102,0,0,,19950103,1995,0,0,14,1,1,0.0,False
1049,1,1299,73,71,1,59,0,0,,19950103,1995,0,0,0,1,1,0.0,False
2204,1,1538,119,36,23,0,0,0,,19950103,1995,0,0,47,1,1,0.0,False
711,1,2351,119,36,23,0,0,0,,19950103,1995,0,0,168,1,1,0.0,False
1458,1,2551,135,126,1,106,0,0,,19950103,1995,0,0,0,1,0,0.0,False
2452,5,2539,6,6,5,6,0,0,,19950103,1995,0,0,0,5,1,0.0,False
202,1,3179,73,71,1,59,0,0,,19950103,1995,0,0,198,1,1,0.0,False
711,1,836,119,36,23,0,0,0,,19950103,1995,0,0,0,1,1,0.0,False
829,1,990,97,72,1,78,0,0,,19950104,1995,0,0,0,1,1,0.0,False
292,11,687,13,13,11,12,0,0,,19950104,1995,0,0,17,11,1,0.0,False
1199,6,1511,50,49,6,43,0,0,,19950104,1995,0,0,0,6,1,0.0,False
1007,8,10,9,9,8,0,0,0,,19950104,1995,0,0,0,8,1,0.0,False
1088,29,1921,139,131,27,108,0,0,,19950104,1995,0,0,0,29,1,0.0,False
1304,29,1662,165,156,27,126,0,0,,19950104,1995,0,0,0,29,1,0.0,False
203,1,3866,97,72,1,78,0,0,,19950104,1995,0,0,424,1,0,0.0,False
1561,1,1561,55,54,1,48,0,0,,19950104,1995,0,0,0,1,1,0.0,False
829,1,990,97,72,1,78,0,0,,19950104,1995,0,0,0,1,1,0.0,False
1370,1,3867,55,54,1,48,0,0,,19950104,1995,0,0,0,1,1,0.0,False
73,12,1875,14,14,12,13,0,0,,19950104,1995,0,0,0,12,0,0.0,False
829,1,3868,55,54,1,48,0,0,,19950104,1995,0,0,201,1,1,0.0,False
371,28,3869,43,43,26,38,0,0,,19950105,1995,0,0,14,28,1,0.0,False
548,15,3870,42,31,16,0,0,0,,19950105,1995,0,0,18,15,1,0.0,True
2733,49,3871,210,195,50,166,0,0,,19950105,1995,0,0,19,46,1,0.0,False
1083,9,3872,222,140,9,114,0,0,,19950105,1995,0,0,0,9,1,0.0,False
1133,1,1417,1,1,1,1,0,0,,19950105,1995,0,0,0,1,1,0.0,False
133,34,1234,57,56,31,49,0,0,,19950105,1995,0,0,132,34,1,0.0,False
398,1,423,1,1,1,1,0,0,,19950105,1995,0,0,0,1,1,0.0,False
195,1,192,21,21,1,19,0,0,,19950105,1995,0,0,297,1,1,0.0,False
75,1,74,51,50,1,44,0,0,,19950105,1995,0,0,19,1,1,0.0,False
78,19,10,28,28,18,0,0,0,,19950106,1995,0,0,0,19,2,0.0,False
1466,29,3873,207,140,27,163,0,0,,19950106,1995,0,0,165,29,1,0.0,True
49,1,49,40,41,1,35,0,0,,19950106,1995,0,0,0,1,1,0.0,False
502,20,1228,30,30,19,27,0,0,,19950106,1995,0,0,39,20,1,0.0,False
1109,1,3874,147,118,1,115,0,0,,19950106,1995,0,0,0,1,1,0.0,False
2771,18,10,136,128,17,0,0,0,,19950106,1995,0,0,0,18,1,0.0,False
2772,27,3875,104,101,32,85,0,0,,19950106,1995,0,0,268,27,1,0.0,False
133,34,3876,57,56,31,49,0,0,,19950106,1995,0,0,74,34,0,0.0,False
731,1,862,1,1,1,1,0,0,,19950106,1995,0,0,0,1,1,0.0,False
2773,24,3877,84,83,23,69,0,0,,19950106,1995,0,0,7,24,0,0.0,False
28,2,95,24,24,2,23,0,0,,19950109,1995,0,0,201,2,1,0.0,False
2774,33,10,129,55,30,0,0,0,,19950109,1995,0,0,0,33,0,0.0,False
209,3,3878,3,3,3,3,0,0,,19950109,1995,0,0,68,3,1,0.0,False
563,37,10,98,95,35,79,0,0,,19950109,1995,0,0,180,37,1,0.0,False
1168,14,1464,22,0,0,20,0,0,,19950109,1995,0,0,0,14,1,0.0,False
2339,32,10,203,190,29,0,0,0,,19950109,1995,0,0,0,32,0,0.0,False
2775,3,1129,248,230,3,195,0,0,,19950109,1995,0,0,97,3,1,0.0,False
2776,32,10,161,152,29,0,0,0,,19950109,1995,0,0,0,32,2,0.0,False
2218,4,449,4,4,4,4,0,0,,19950109,1995,0,0,7,4,0,0.0,False
4,4,444,4,4,4,4,0,0,,19950110,1995,0,0,0,4,1,0.0,False
622,1,721,1,1,1,1,0,0,,19950110,1995,0,0,245,1,0,0.0,False
2169,33,10,189,55,30,0,0,0,,19950110,1995,0,0,0,33,1,0.0,False
773,45,10,158,149,46,0,0,0,,19950110,1995,0,0,0,45,1,0.0,False
2777,9,2495,222,140,9,114,0,0,,19950110,1995,0,0,0,9,2,0.0,False
1703,6,3879,80,78,6,64,0,0,,19950110,1995,0,0,0,6,1,0.0,False
778,26,972,41,42,25,36,0,0,,19950110,1995,0,0,0,20,0,0.0,False
2156,16,3880,16,16,13,0,0,0,,19950111,1995,0,0,0,16,1,0.0,False
35,17,584,31,31,16,28,0,0,,19950111,1995,0,0,0,17,1,0.0,False
321,29,330,45,45,27,40,0,0,,19950111,1995,0,0,184,29,1,0.0,False
20,4,915,20,20,4,18,0,0,,19950111,1995,0,0,0,4,1,0.0,False
506,1,560,135,126,1,106,0,0,,19950111,1995,0,0,14,1,1,0.0,False
167,24,1158,84,83,23,69,0,0,,19950111,1995,0,0,148,24,1,0.0,False
398,1,1927,1,1,1,1,0,0,,19950111,1995,0,0,0,1,1,0.0,False
279,1,658,1,1,1,1,0,0,,19950111,1995,0,0,19,1,1,0.0,False
386,5,469,5,5,5,5,0,0,,19950112,1995,0,0,0,5,1,0.0,False
384,36,2106,76,74,34,61,0,0,,19950112,1995,0,0,0,36,1,0.0,False
2778,32,10,161,152,29,0,0,0,,19950112,1995,0,0,321,32,1,0.0,False
670,2,776,24,24,2,23,0,0,,19950112,1995,0,0,0,2,2,0.0,False
1166,45,10,158,149,46,0,0,0,,19950112,1995,0,0,0,45,2,0.0,False
1287,2,3100,24,24,2,23,0,0,,19950112,1995,0,0,47,2,1,0.0,False
129,1,127,97,72,1,78,0,0,,19950112,1995,0,0,0,1,1,0.0,False
2779,14,3881,114,110,0,96,0,0,,19950112,1995,0,0,18,14,2,0.0,False
4,4,1072,4,4,4,4,0,0,,19950112,1995,0,0,0,4,1,0.0,False
471,5,520,162,153,5,124,0,0,,19950112,1995,0,0,0,5,1,0.0,False
2780,8,10,9,9,8,0,0,0,,19950113,1995,0,0,0,8,1,0.0,False
2536,15,3882,112,108,43,93,0,0,,19950113,1995,0,0,0,15,0,0.0,False
136,32,10,203,190,29,0,0,0,,19950113,1995,0,0,0,32,0,0.0,False
593,28,3883,125,119,26,47,0,0,,19950113,1995,0,0,18,28,1,0.0,True
409,9,635,106,103,9,87,0,0,,19950113,1995,0,0,308,9,1,0.0,False
405,9,1660,53,52,9,46,0,0,,19950113,1995,0,0,30,9,1,0.0,False
67,32,10,93,92,29,0,0,0,,19950113,1995,0,0,108,32,1,0.0,False
49,1,530,40,41,1,35,0,0,,19950113,1995,0,0,199,1,1,0.0,False
169,33,10,85,84,30,0,0,0,,19950113,1995,0,0,0,33,1,0.0,False
2770,1,3862,1,1,1,1,0,0,,19950113,1995,0,0,16,1,1,0.0,False
1640,42,2612,252,226,42,198,0,0,,19950113,1995,0,0,86,42,1,0.0,False
106,1,102,63,61,1,53,0,0,,19950113,1995,0,0,18,1,1,0.0,False
10,9,11,10,10,9,9,0,0,,19950114,1995,0,0,98,9,1,0.0,False
2151,2,2026,46,24,2,41,0,0,,19950117,1995,0,0,0,2,1,0.0,True
428,2,465,46,24,2,41,0,0,,19950117,1995,0,0,0,2,1,0.0,False
390,11,472,13,13,11,12,0,0,,19950117,1995,0,0,0,11,1,0.0,False
2781,1,2788,126,120,1,102,0,0,,19950117,1995,0,0,0,1,1,0.0,False
95,33,10,56,55,30,0,0,0,,19950117,1995,0,0,425,33,1,0.0,False
14,12,3536,94,14,12,76,0,0,,19950117,1995,0,0,0,12,1,0.0,False
2782,2,3884,46,24,2,41,0,0,,19950117,1995,0,0,0,2,1,0.0,False
34,20,37,30,30,19,27,0,0,,19950117,1995,0,0,192,20,1,0.0,False
34,20,1600,30,30,19,27,0,0,,19950117,1995,0,0,159,20,1,0.0,False
614,18,10,177,167,17,0,0,0,,19950118,1995,0,0,186,18,1,0.0,False
2695,7,3103,160,151,7,123,0,0,,19950118,1995,0,0,14,7,1,0.0,False
2783,1,3885,19,19,1,17,0,0,,19950118,1995,0,0,0,1,1,0.0,False
2454,29,3384,165,156,27,126,0,0,,19950118,1995,0,0,0,29,0,0.0,False
914,18,10,177,167,17,0,0,0,,19950118,1995,0,0,0,18,1,0.0,False
1938,21,10,214,199,20,0,0,0,,19950118,1995,0,0,147,21,1,0.0,False
259,34,262,57,56,31,49,0,0,,19950118,1995,0,0,426,34,1,0.0,False
2576,1,3559,152,144,1,119,0,0,,19950118,1995,0,0,0,1,0,0.0,False
332,18,10,136,128,17,0,0,0,,19950118,1995,0,0,77,18,1,0.0,False
1018,27,1262,59,57,32,50,0,0,,19950118,1995,0,0,0,27,0,0.0,False
221,1,217,51,50,1,44,0,0,,19950118,1995,0,0,0,1,0,0.0,False
385,4,405,4,4,4,4,0,0,,19950118,1995,0,0,0,4,2,0.0,False
1053,24,3663,118,114,23,97,0,0,,19950118,1995,0,0,0,24,2,0.0,False
534,33,10,169,160,30,0,0,0,,19950119,1995,0,0,0,33,1,0.0,False
640,19,10,180,171,18,0,0,0,,19950119,1995,0,0,46,19,1,0.0,False
890,20,3886,204,191,19,159,0,0,,19950119,1995,0,0,60,20,1,0.0,False
534,33,10,169,160,30,0,0,0,,19950119,1995,0,0,0,33,1,0.0,False
354,1,3887,15,15,1,14,0,0,,19950119,1995,0,0,0,1,1,0.0,False
445,14,489,89,88,0,72,0,0,,19950119,1995,0,0,0,14,1,0.0,False
219,5,1505,44,44,5,39,0,0,,19950119,1995,0,0,12,5,1,0.0,False
4,4,1988,4,4,4,4,0,0,,19950119,1995,0,0,0,4,1,0.0,False
218,20,795,30,30,19,27,0,0,,19950119,1995,0,0,321,20,1,0.0,False
40,38,1856,83,81,36,67,0,0,,19950119,1995,0,0,0,38,0,0.0,False
2784,29,3888,45,45,27,40,0,0,,19950120,1995,0,0,0,29,1,0.0,False
12,10,1073,12,12,10,11,0,0,,19950120,1995,0,0,99,10,1,0.0,False
207,34,503,102,98,31,83,0,0,,19950120,1995,0,0,0,34,1,0.0,False
2785,23,3889,34,35,22,31,0,0,,19950120,1995,0,0,290,23,1,0.0,False
252,1,3890,119,36,23,0,0,0,,19950120,1995,0,0,0,1,1,0.0,False
232,1,229,119,36,23,0,0,0,,19950120,1995,0,0,0,1,0,0.0,False
5,5,1354,5,5,5,5,0,0,,19950120,1995,0,0,0,5,1,0.0,False
1832,9,1300,53,52,9,46,0,0,,19950120,1995,0,0,118,9,1,0.0,False
277,12,707,94,14,12,76,0,0,,19950120,1995,0,0,0,12,1,0.0,False
391,44,3891,87,134,45,110,0,0,,19950120,1995,0,0,0,44,1,0.0,False
731,1,862,1,1,1,1,0,0,,19950120,1995,0,0,27,1,1,0.0,False
2786,15,3892,112,108,43,93,0,0,,19950120,1995,0,0,74,15,0,0.0,False
661,51,3893,237,221,52,187,0,0,,19950120,1995,0,0,7,52,0,0.0,False
358,26,623,41,42,25,36,0,0,,19950120,1995,0,0,118,26,1,0.0,False
346,39,3894,123,117,37,100,0,0,,19950120,1995,0,0,0,39,0,0.0,True
167,24,3895,84,83,23,69,0,0,,19950120,1995,0,0,0,24,1,0.0,False
2787,3,3896,3,3,3,3,0,0,,19950123,1995,0,0,68,3,1,0.0,False
215,32,10,49,48,29,0,0,0,,19950123,1995,0,0,18,32,1,0.0,False
1091,17,3074,25,25,16,24,0,0,,19950123,1995,0,0,0,17,1,0.0,False
1166,45,10,158,149,46,0,0,0,,19950123,1995,0,0,14,45,1,0.0,False
2788,9,3897,27,27,9,25,0,0,,19950123,1995,0,0,0,9,1,0.0,False
48,1,1472,97,72,1,78,0,0,,19950123,1995,0,0,0,1,1,0.0,False
2789,15,3898,112,108,43,93,0,0,,19950124,1995,0,0,0,15,0,0.0,False
1037,9,1289,27,27,9,25,0,0,,19950124,1995,0,0,0,9,1,0.0,False
481,43,3899,51,87,51,180,0,0,,19950124,1995,0,0,0,43,1,0.0,False
1651,5,3900,79,77,5,63,0,0,,19950124,1995,0,0,105,5,1,0.0,False
157,1,155,18,18,1,16,0,0,,19950124,1995,0,0,58,1,1,0.0,False
1413,19,10,28,28,18,0,0,0,,19950124,1995,0,0,46,19,1,0.0,False
370,14,388,89,88,0,72,0,0,,19950124,1995,0,0,68,14,1,0.0,False
207,34,729,102,98,31,83,0,0,,19950124,1995,0,0,0,34,1,0.0,False
845,42,3901,244,226,42,192,0,0,,19950124,1995,0,0,212,42,1,0.0,False
4,4,79,4,4,4,4,0,0,,19950124,1995,0,0,39,4,1,0.0,False
209,14,775,22,0,0,20,0,0,,19950125,1995,0,0,0,14,0,0.0,False
391,44,3902,87,134,45,110,0,0,,19950125,1995,0,0,0,44,1,0.0,True
4,4,5,4,4,4,4,0,0,,19950125,1995,0,0,0,4,1,0.0,False
28,2,31,24,24,2,23,0,0,,19950125,1995,0,0,60,2,1,0.0,False
593,2,1620,46,24,2,41,0,0,,19950125,1995,0,0,0,2,1,0.0,False
1064,21,10,214,199,20,0,0,0,,19950125,1995,0,0,0,21,1,0.0,False
73,12,71,94,14,12,76,0,0,,19950125,1995,0,0,0,12,1,0.0,False
685,12,874,94,14,12,76,0,0,,19950125,1995,0,0,105,12,1,0.0,False
12,10,614,52,51,10,45,0,0,,19950125,1995,0,0,0,10,1,0.0,False
2107,12,2896,14,14,12,13,0,0,,19950125,1995,0,0,0,12,1,0.0,False
322,29,332,45,45,27,40,0,0,,19950125,1995,0,0,29,29,1,0.0,False
2790,29,3903,45,45,27,40,0,0,,19950125,1995,0,0,0,29,1,0.0,False
1580,51,3180,237,221,52,187,0,0,,19950125,1995,0,0,0,52,1,0.0,False
742,45,10,158,149,46,0,0,0,,19950126,1995,0,0,0,45,1,0.0,False
73,12,369,94,14,12,76,0,0,,19950126,1995,0,0,0,12,1,0.0,False
661,51,3893,237,221,52,187,0,0,,19950126,1995,0,0,0,52,1,0.0,False
757,13,3904,91,90,39,74,0,0,,19950126,1995,0,0,0,13,1,0.0,False
489,19,10,28,28,18,0,0,0,,19950126,1995,0,0,296,19,1,0.0,False
0,14,2678,29,29,0,26,0,0,,19950126,1995,0,0,0,14,0,0.0,False
353,19,10,61,59,18,0,0,0,,19950126,1995,0,0,0,19,1,0.0,False
184,26,921,90,89,25,73,0,0,,19950126,1995,0,0,0,26,0,0.0,False
129,36,3905,172,162,34,133,0,0,,19950127,1995,0,0,0,36,1,0.0,False
35,17,359,25,25,16,24,0,0,,19950127,1995,0,0,0,17,1,0.0,False
77,4,76,4,4,4,4,0,0,,19950127,1995,0,0,50,4,2,0.0,False
5,5,1267,5,5,5,5,0,0,,19950127,1995,0,0,108,5,1,0.0,False
2390,32,10,87,86,29,0,0,0,,19950127,1995,0,0,0,32,0,0.0,False
614,18,10,177,167,17,0,0,0,,19950127,1995,0,0,7,18,0,0.0,False
997,24,2802,100,36,23,81,0,0,,19950127,1995,0,0,0,24,1,0.0,False
2008,38,3906,83,81,36,67,0,0,,19950127,1995,0,0,0,38,0,0.0,False
4,4,444,4,4,4,4,0,0,,19950127,1995,0,0,0,4,1,0.0,False
1580,51,3121,237,221,52,187,0,0,,19950127,1995,0,0,0,52,1,0.0,False
402,19,10,77,75,18,0,0,0,,19950130,1995,0,0,234,19,0,0.0,False
13,11,14,13,13,11,12,0,0,,19950130,1995,0,0,0,11,1,0.0,False
2791,36,3907,190,179,34,146,0,0,,19950130,1995,0,0,0,36,1,0.0,True
900,28,2173,43,43,26,38,0,0,,19950130,1995,0,0,63,28,1,0.0,False
218,20,974,30,30,19,27,0,0,,19950130,1995,0,0,0,20,1,0.0,False
218,20,2373,30,30,19,27,0,0,,19950130,1995,0,0,0,20,1,0.0,False
407,11,432,13,13,11,12,0,0,,19950130,1995,0,0,0,11,1,0.0,False
1640,42,3908,184,175,42,142,0,0,,19950130,1995,0,0,72,42,1,0.0,False
864,42,3909,184,175,42,142,0,0,,19950130,1995,0,0,0,42,1,0.0,False
28,2,1136,24,24,2,23,0,0,,19950130,1995,0,0,0,2,1,0.0,True
332,2,3910,46,24,2,41,0,0,,19950130,1995,0,0,0,2,1,0.0,False
542,20,3911,30,30,19,27,0,0,,19950130,1995,0,0,118,20,1,0.0,True
2792,30,498,47,46,28,42,0,0,,19950130,1995,0,0,0,30,1,0.0,False
2793,33,10,231,214,30,0,0,0,,19950130,1995,0,0,18,33,1,0.0,False
2794,9,3912,27,27,9,25,0,0,,19950130,1995,0,0,0,9,1,0.0,False
1775,20,3913,153,145,19,120,0,0,,19950130,1995,0,0,0,20,1,0.0,False
170,1,169,15,15,1,14,0,0,,19950130,1995,0,0,233,1,1,0.0,False
39,1,734,1,1,1,1,0,0,,19950131,1995,0,0,0,1,1,0.0,False
10,30,3914,47,46,28,42,0,0,,19950131,1995,0,0,25,30,1,0.0,False
2131,7,2936,8,8,7,8,0,0,,19950131,1995,0,0,86,7,2,0.0,False
2795,9,3915,27,27,9,25,0,0,,19950131,1995,0,0,15,9,1,0.0,False
885,1,1070,1,1,1,1,0,0,,19950131,1995,0,0,0,1,1,0.0,False
73,12,690,94,14,12,76,0,0,,19950131,1995,0,0,0,12,1,0.0,False
73,12,369,14,14,12,13,0,0,,19950131,1995,0,0,7,12,2,0.0,False
885,1,1070,1,1,1,1,0,0,,19950131,1995,0,0,0,1,1,0.0,False
2531,33,10,56,55,30,0,0,0,,19950131,1995,0,0,0,33,1,0.0,False
1611,14,2137,89,88,0,72,0,0,,19950131,1995,0,0,10,14,1,0.0,False
152,2,820,46,24,2,41,0,0,,19950131,1995,0,0,0,2,2,610992.0,True
622,33,10,56,55,30,0,0,0,,19950131,1995,0,0,0,33,1,0.0,False
925,33,10,169,160,30,0,0,0,,19950131,1995,0,0,0,33,0,0.0,False
1369,29,1748,45,45,27,40,0,0,,19950131,1995,0,0,0,29,1,0.0,False
1580,51,2938,237,221,52,187,0,0,,19950131,1995,0,0,10,52,1,0.0,False
1897,23,2554,103,100,22,84,0,0,,19950131,1995,0,0,0,23,1,0.0,False
936,32,10,161,152,29,0,0,0,,19950131,1995,0,0,0,32,1,0.0,False
748,9,2320,27,27,9,25,0,0,,19950131,1995,0,0,0,9,1,0.0,False
2796,1,3032,119,36,23,0,0,0,,19950131,1995,0,0,0,1,0,0.0,False
2734,29,665,105,102,27,86,0,0,,19950131,1995,0,0,46,29,1,0.0,False
2797,9,3916,222,140,9,114,0,0,,19950131,1995,0,0,0,9,2,0.0,False
368,29,998,165,156,27,126,0,0,,19950131,1995,0,0,0,29,1,0.0,False
2798,38,3917,83,81,36,67,0,0,,19950131,1995,0,0,0,38,1,0.0,False
2024,1,348,63,61,1,53,0,0,,19950131,1995,0,0,86,1,1,0.0,False
85,12,2096,94,14,12,76,0,0,,19950131,1995,0,0,0,12,2,0.0,False
2799,34,1461,57,56,31,49,0,0,,19950201,1995,0,0,0,34,1,0.0,False
167,24,3895,84,83,23,69,0,0,,19950201,1995,0,0,108,24,1,0.0,False
286,24,3085,118,114,23,97,0,0,,19950201,1995,0,0,137,24,1,0.0,False
997,24,2923,35,36,23,32,0,0,,19950201,1995,0,0,30,24,1,0.0,False
2600,42,10,99,96,42,80,0,0,,19950201,1995,0,0,0,42,1,0.0,True
371,28,568,43,43,26,38,0,0,,19950201,1995,0,0,30,28,1,0.0,False
1435,29,1940,165,156,27,126,0,0,,19950201,1995,0,0,0,29,1,0.0,False
30,33,10,230,212,30,0,0,0,,19950201,1995,0,0,0,33,2,0.0,False
364,36,3918,108,105,34,89,0,0,,19950202,1995,0,0,241,36,1,0.0,False
1164,27,2825,57,56,31,0,0,0,,19950202,1995,0,0,60,27,1,0.0,False
172,4,171,4,4,4,4,0,0,,19950202,1995,0,0,0,4,1,0.0,False
771,42,3919,244,226,42,192,0,0,,19950202,1995,0,0,0,42,1,0.0,False
2800,1,508,15,15,1,14,0,0,,19950202,1995,0,0,0,1,1,0.0,False
1133,1,1417,62,60,1,52,0,0,,19950202,1995,0,0,0,1,1,0.0,False
308,12,213,94,14,12,76,0,0,,19950202,1995,0,0,0,12,1,0.0,False
152,6,3462,80,78,6,64,0,0,,19950202,1995,0,0,46,6,1,0.0,False
838,33,10,230,212,30,0,0,0,,19950202,1995,0,0,53,33,2,0.0,False
675,10,3920,52,51,10,45,0,0,,19950202,1995,0,0,50,10,1,0.0,False
243,1,245,19,19,1,17,0,0,,19950202,1995,0,0,0,1,1,0.0,False
865,26,1043,202,189,25,158,0,0,,19950202,1995,0,0,46,26,0,0.0,False
2801,13,3921,91,90,39,74,0,0,,19950203,1995,0,0,30,13,1,0.0,False
2195,32,10,93,92,29,0,0,0,,19950203,1995,0,0,46,32,1,0.0,False
924,8,10,9,9,8,0,0,0,,19950203,1995,0,0,141,8,0,0.0,False
990,44,1227,173,163,45,134,0,0,,19950203,1995,0,0,0,44,1,0.0,False
2802,32,10,49,48,29,0,0,0,,19950203,1995,0,0,0,32,1,0.0,False
35,17,1069,31,31,16,28,0,0,,19950203,1995,0,0,363,17,1,0.0,False
1932,20,2616,30,30,19,27,0,0,,19950203,1995,0,0,161,20,1,0.0,False
593,15,3922,188,178,43,145,0,0,,19950206,1995,0,0,0,15,2,0.0,False
1166,45,10,158,149,46,0,0,0,,19950206,1995,0,0,86,45,1,0.0,True
1430,8,10,250,9,8,0,0,0,,19950206,1995,0,0,0,8,1,0.0,False
489,19,10,28,28,18,0,0,0,,19950206,1995,0,0,0,19,1,0.0,False
4,4,28,4,4,4,4,0,0,,19950206,1995,0,0,39,4,2,0.0,False
2007,5,2754,200,187,5,157,0,0,,19950206,1995,0,0,0,5,1,0.0,False
2803,5,3923,151,143,5,118,0,0,,19950206,1995,0,0,0,5,1,0.0,False
1580,51,3924,237,221,52,187,0,0,,19950206,1995,0,0,68,52,1,0.0,False
2406,28,3329,125,119,26,47,0,0,,19950207,1995,0,0,0,28,1,0.0,False
2804,42,3925,244,226,42,192,0,0,,19950207,1995,0,0,0,42,2,0.0,False
1331,3,3926,3,3,3,3,0,0,,19950207,1995,0,0,14,3,2,0.0,False
398,1,1927,1,1,1,1,0,0,,19950207,1995,0,0,0,1,1,0.0,False
333,13,3927,91,90,39,74,0,0,,19950207,1995,0,0,0,13,1,0.0,False
2805,51,3928,237,221,52,187,0,0,,19950207,1995,0,0,0,52,0,0.0,False
169,33,10,85,84,30,0,0,0,,19950207,1995,0,0,350,33,1,0.0,False
890,20,2283,204,191,19,159,0,0,,19950207,1995,0,0,0,20,1,0.0,False
2800,1,3929,135,126,1,106,0,0,,19950207,1995,0,0,102,1,1,0.0,False
1580,51,3180,237,221,52,187,0,0,,19950208,1995,0,0,0,52,1,0.0,True
2268,13,3146,91,90,39,74,0,0,,19950208,1995,0,0,0,13,1,0.0,False
1090,1,1482,18,18,1,16,0,0,,19950208,1995,0,0,0,1,0,0.0,True
0,0,1497,22,0,0,0,0,0,,19950208,1995,0,0,10,0,1,0.0,False
2806,44,3930,87,134,45,110,0,0,,19950208,1995,0,0,427,44,1,0.0,False
481,43,531,28,28,18,0,0,0,,19950208,1995,0,0,0,19,1,0.0,False
2807,9,3931,27,27,9,25,0,0,,19950208,1995,0,0,208,9,1,0.0,False
469,19,10,77,75,18,0,0,0,,19950208,1995,0,0,0,19,1,0.0,False
2808,9,948,53,52,9,46,0,0,,19950208,1995,0,0,0,9,1,0.0,False
2809,14,3932,132,123,0,129,0,0,,19950208,1995,0,0,0,14,0,0.0,False
39,1,3933,1,1,1,1,0,0,,19950208,1995,0,0,0,1,1,0.0,False
1763,17,3934,25,25,16,24,0,0,,19950208,1995,0,0,128,17,1,0.0,False
735,32,10,49,48,29,0,0,0,,19950208,1995,0,0,0,32,0,0.0,False
821,9,2910,53,52,9,46,0,0,,19950208,1995,0,0,0,9,1,0.0,False
462,44,2483,218,202,45,171,0,0,,19950209,1995,0,0,0,44,1,0.0,False
2810,3,3935,248,230,3,195,0,0,,19950209,1995,0,0,0,3,1,0.0,False
63,30,3936,47,46,28,42,0,0,,19950209,1995,0,0,0,30,1,0.0,False
2811,42,800,184,175,42,142,0,0,,19950209,1995,0,0,0,42,1,0.0,False
1840,29,3937,170,161,27,131,0,0,,19950209,1995,0,0,0,29,1,0.0,False
1048,9,3938,10,10,9,9,0,0,,19950209,1995,0,0,0,9,1,0.0,False
2812,29,3939,165,156,27,126,0,0,,19950209,1995,0,0,0,29,1,0.0,False
889,29,1077,165,156,27,126,0,0,,19950209,1995,0,0,0,29,1,0.0,False
382,15,3940,144,138,43,113,0,0,,19950209,1995,0,0,0,15,1,0.0,False
2813,9,3941,91,90,39,0,0,0,,19950209,1995,0,0,0,13,2,0.0,False
2173,24,2985,84,83,23,69,0,0,,19950209,1995,0,0,0,24,1,0.0,False
